SMILES,VINA,CNSMPO
CCCN[C@H]1CCC2=C(C1)SC(=N2)N,-5.1,4.5
C1=CN(C2=NC(=NC2=C1)NCCC[C@@H](C(=O)O)N)CCCC[C@@H](C(=O)O)N,-5.9,2.954905991785714
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,-7.3,5.421913940833332
C1=CC=NC(=C1)C(=NO)N,-4.7,5.5
CCCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)O)C(=O)O,-5.5,3.4390619047619047
C[C@]1([C@H]2CC[C@@H]([C@]1(C)C(=O)O)O2)C(=O)O,-5.8,5.5
C=C1[C@H]([C@H]([C@](O1)(CO)N2C=NC3=C(N=CN=C32)N)O)O,-6.6,4.0
CCS(=O)(=O)N(C)[C@@H]1[C@H](C(OC2=C1C=C(C=C2)C#N)(C)C)O,-6.2,5.812333333333332
CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C=O)NC(=O)C,-5.8,4.3907380952380946
CC(C)(CCCCCCCCCCC(C)(C)CC(=O)O)CC(=O)O,-5.2,3.5
CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,-7.1,4.817709663666666
CC(=O)OCOC(=O)CN(CCOCCOCCN(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C,-4.4,4.0
[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,-5.9,2.0
CC(C)CCC[C@@](C)([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O,-9.2,3.195264285714286
C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)OP(=O)(O)O)O)O,-5.5,4.0
C[C@H](CC[C@@H](C(C)C)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,-8.7,3.195264285714286
[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O,-6.0,2.0
CSC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N,-6.6,3.190785714285714
CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCCCCCCCC(=O)O,-5.7,3.8981022316428566
C1=CC2=C(C=C1N3C(=O)C=CC3=O)C(=O)OC24C5=C(C=C(C=C5)O)OC6=C4C=CC(=C6)O,-9.8,3.5971999745
CCNCC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,-7.2,4.166666666666667
CC1=C(N(C2=C1C=C(C=C2)F)CC3=CC=C(C=C3)Cl)CC(C)(C)C(=O)O,-7.0,3.0254472259047613
CCCOCCCCCCCCCC(=O)O,-4.6,5.495858821333333
CC(=O)NCCC1=C(NC2=CC=CC=C21)CC3=CC=CC=C3,-6.6,4.8388282575
[C@@H]1([C@@H]([C@H]([C@@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,-6.1,3.5707714285714287
CC(C)CC[C@H]([C@@](C)([C@H]1CC[C@@]2([C@@]1(C[C@H]([C@H]3C2=CC(=O)[C@]4([C@@]3(C[C@@H]([C@@H](C4)O)O)C)O)O)C)O)O)O,-8.8,3.023992857142857
C1CN(CCN1CCCN2CCN(CC2)C3=C4C=CC(=CC4=NC=C3)Cl)C5=C6C=CC(=CC6=NC=C5)Cl,-7.9,2.82538902
C1=CC(=CC=C1N)OP(=O)(O)O,-4.8,4.8853333333333335
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)CCl)C(=O)O3)C5=C(O2)C=C(C=C5)OC(=O)C,-8.7,3.606452676571428
[C@H]1([C@H](C(=O)O[C@@H]1[C@@H](C(=O)O)O)O)O,-5.3,4.0
CCCCCCCCCCC(C)(C)C(=O)NC1=C(C=C(C=C1OC)OC)OC,-6.2,3.5935619047619047
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O)O)O,-6.9,3.5551714285714286
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)C)O)C,-6.7,1.1666666666666667
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2C=CN=C3N)CO)O,-6.0,4.6193333333333335
CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O,-11.9,3.4752320070714284
C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,-5.5,2.395163408
N(=O)OO,-3.0,5.833333333333332
CCCCCCCCCCCCCCCC(=O)OC(CO)CO,-4.7,3.5
CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O,-5.7,4.2982255275
CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,-7.1,5.6037970679999995
C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,-6.6,4.833333333333333
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,-6.9,4.015204977047619
CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1[C@H](O1)C(=O)O,-6.5,4.471333333333334
C1C[C@H](N(C1)C(=O)CN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N2CCC[C@H]2C(=O)O,-6.5,2.5322142857142858
C1CCC(CC1)(C2=CC3=CC=CC=C3S2)N4CCCCC4,-7.8,2.6494792030000003
C1=CC2=C(C=C1C(=O)O)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,-8.8,3.910465705928572
CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)NC(=O)C)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)NC(=O)C)O)CO)CO)O)O,-7.0,3.0
C(CCNCC(=O)O)C[C@@H](C(=O)O)N,-5.0,3.0
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)O)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,-1.7,2.0
C1=CC=C(C=C1)NC2=C3C(=C(C=C2)C4=C5C=CC=C(C5=C(C=C4)NC6=CC=CC=C6)S(=O)(=O)O)C=CC=C3S(=O)(=O)O,-8.8,2.504610473
CN(C)C(=NCCC[C@@H](C(=O)O)N)N,-4.6,3.4666666666666663
C[C@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)O)O)O,-8.1,2.2655369632857143
C[N+](C)(C)NCCC(=O)O,-3.9,4.5
C1CC2=C(C[C@@H]1NS(=O)(=O)C3=CC=C(C=C3)F)C4=CC=CC=C4N2CCC(=O)O,-7.6,3.903372398142857
C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,-5.4,4.0
CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O,-7.1,3.0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,-3.9,3.2115994716666667
CCN(CC)C(=O)C1=CC=C(C=C1)[C@H](C2=CC(=CC=C2)OC)N3C[C@H](N(C[C@@H]3C)CC=C)C,-7.1,3.2228226380714284
CC1=C(C2=C(C=C1)C(=O)C3=CC=CC(=C3O2)CC(=O)O)C,-7.8,5.521217689333333
C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)CO,-8.7,3.195264285714286
CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C,-5.5,5.386666666666668
CN1CCC2=C(CC1)C(=CC=C2)Cl,-5.8,4.832471742
CCN(C1=CC=CC=C1)C2=CC(=NC)N(C(=N2)C)C,-6.6,5.0249271065
CC(C)C[C@@H](C(=O)NCCCCN=C(N)N)NC(=O)[C@@H]1[C@H](O1)C(=O)O,-6.0,3.0
CC1(C=CC2=C(O1)C=CC3=C2OC[C@H](C3)C4=C(C=C(C=C4)O)O)C,-8.5,3.9538493605
CC1=C(C=C2C(=C1O)C(=O)C3=CC=CC=C3C2=O)O,-7.8,4.596481683
C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,-8.4,3.959503342333333
C(C[C@@H](C(=O)O)N)CN=C(N)NN,-5.0,3.0
C1=CC=C2C=NC(=CC2=C1)C(=O)O,-5.9,5.833333333333332
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)NC,-4.8,2.9974696806666663
CCCCCCCCCCCCCC(=O)N[C@H](C)[C@H](C1=CC=CC=C1)O,-5.2,3.488785714285714
C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-5.4,3.388129521
[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,-5.8,4.0
CC1=CC2=C(C(=CN=C2C=C1C)NC(=O)NC3=C(C=C(C=C3)F)F)C4=CC=CC=C4Cl,-9.8,2.9437857142857142
C1C[C@@H](N(C1)C(=O)CCCCC(=O)N2CCC[C@@H]2C(=O)O)C(=O)O,-6.9,4.5
C1C(CC2=CC3=C(C=C21)OCO3)N,-5.5,4.851732424333333
CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F,-7.9,2.974842857142857
C1=CC(=CC2=C1C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,-8.3,4.0
C[C@@H]([C@H]([C@H]([C@@H](C=O)F)O)O)O,-4.3,5.166666666666667
CCCCCCC(C)(C)C1=CC(=C(C=C1)[C@@H]2CCC[C@@H](C2)O)O,-7.2,3.5
CN1C2=CC=CC=C2C(=C1O)C3=C4C=CC=CC4=NC3=O,-7.9,5.558247947833333
CN(CCC1=CC(=C(C=C1)Cl)Cl)CCN2CCCC2,-6.0,3.9163189040000006
C1CCC(CC1)(C2=CC=CC=C2)C(=O)OCCN3CCOCC3,-6.8,4.9212244675
C1=CC(=CC=C1C2=CC=C(O2)C3=CC=C(C=C3)C(=N)N)C(=N)N,-7.8,3.1213333333333333
C[C@@]12[C@](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,-9.2,4.166595258666667
CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,-6.9,3.3253785714285717
CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3,-7.1,5.370787286833333
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)CCN3C(=O)C=CC3=O)NC(=O)N2,-6.8,3.0
C#CCCCCCCCCCCCCCC(=O)O,-5.1,3.3160896038333334
C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)O)O)O,-9.7,3.0
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC,-5.0,3.856983333333333
COC(=O)C1=C2C(=CC=C1)OC(=N2)C3=C4C(=CC=C3)OC(=N4)C5=CC=CC=C5O,-8.1,3.650724288142857
CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5C[C@H](CCN5C6=CC=CC=C64)CN(C)C,-8.4,4.172204761904762
C[N+]1=C2C=CC=C(C2=NC3=CC=CC=C31)OC,-6.4,5.3
C[N+](C)(C)CCOP(=O)(O)OC1=CC=C(C=C1)N,-5.1,5.5
[C@H]1([C@H](C([C@H]([C@@H](C1O)O)OP(=O)(O)O)O)OP(=O)(O)O)O,-6.2,4.0
CC(=O)O[C@H]1C[C@H]([C@@]2(CC[C@H]3C(=O)O[C@@H](C[C@@]3([C@H]2C1=O)C)C4=COC=C4)C)C(=O)OC,-8.6,4.650857357714285
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](O3)C(=O)O)O)O)O,-8.5,4.0
CCCCCCCCSCCCCCCCCC(=O)O,-4.3,2.870171308833333
CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC,-5.4,3.0
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)N=C(N2)N,-5.3,4.095
C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,-6.5,5.833333333333332
C1=CC(=CC2=C1C=CC(=O)O2)OS(=O)(=O)O,-6.1,5.742333333333333
C1=CC=C2C(=C1)C=CC=C2CC(=O)NCCCNCCCCNCCCN,-5.5,3.924707142857143
CCOC(=O)C[N+]1=CC=CC2=C1C=CC(=C2)OC,-5.7,5.9705
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,-5.9,5.680666666666666
CCC(=O)N([C@@H]1CCC[C@H]1N(C)C)C2=CC(=C(C=C2)Cl)Cl,-6.7,4.071146162
C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H]2N1C(=O)C(=O)N2)O)O)O)O,-6.2,4.0
C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C4C=CC5=CC=CC6=C5C4=C(C=C6)C=C3,-8.3,2.811185714285714
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,-8.7,2.1726369855
CC(=O)C1=C(C=C2[C@@](C1=O)(C3=C(C=C(C(=C3O2)C(=O)N)O)O)C)O,-7.5,4.0
CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,-6.9,2.8107677336190475
CCOP(=O)(CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)Br)C#N)OCC,-7.1,3.669100737547619
C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,-7.2,5.5
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCCCCCC[N+](C)(C)C)OC(=O)C,-4.6,3.4554383884999997
CCCCCCN(CCCCCC)C(=O)CC1=C(NC2=CC=CC=C21)C3=CC=C(C=C3)F,-6.1,3.0910833333333336
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NC,-6.7,3.796657142857143
CC(=O)NCCCNCCCCNCCCNC(=O)C,-4.7,3.9526666666666666
C1C2=CC=CC=C2OC3=C(N1C(=O)NNC(=O)CCC4=CC=NC=C4)C=C(C=C3)Cl,-8.9,4.483394758928571
CN=C(N)NCCC[C@@H](C(=O)O)N,-4.7,3.007
C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,-9.9,4.0245401728333325
COC1=C(C=C(C=C1)CCN2CCC[C@H](C2)CN3CCC4=CC(=C(C=C4CC3=O)OC)OC)OC,-7.5,4.633401263785714
CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC,-6.9,4.540662792428572
CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C,-7.6,3.103214032333333
C1CO[C@H](C2=CC=CC=C21)CCN3CCN(CC3)C4=CC=C(C=C4)S(=O)(=O)N,-8.3,5.413629089690477
C1[C@@H]([C@H]([C@@H]([C@H](N1CCCCCC(=O)O)CO)O)O)O,-5.6,3.800996722
CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)C(=O)O)C(=O)O3)C5=C(O2)C=C(C=C5)OC(=O)C,-8.8,3.9364441718333327
C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O,-9.3,3.0
CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,-6.7,5.572868612833333
C1=CC(=C2C(=C1NCCN)C(=O)C3=C(C2=O)C=NC=C3)NCCN,-6.1,3.0722330055
C[C@@H](CCC1=CC=CC=C1)NC[C@H](C2=CC(=C(C=C2)O)C(=O)N)O,-7.1,3.7609431073333335
C[C@H](CCC1=CC=CC=C1)NC[C@@H](C2=CC(=C(C=C2)O)C(=O)N)O,-7.2,3.7609431073333335
C[C@H](CCC1=CC=CC=C1)NC[C@H](C2=CC(=C(C=C2)O)C(=O)N)O,-7.2,3.7609431073333335
C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)N,-2.0,2.0
C1CC(=O)N(C1=O)OC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,-7.7,5.5242892615
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCCl,-7.3,2.3145
CC(=O)OC1=C(C(=C(C=C1)OC(=O)C)C#N)C#N,-5.2,5.660666666666668
C(CN)[C@@H](C(=O)O)N,-3.7,4.010182022833334
C(CO)CSC[C@@H](C(=O)O)N,-3.9,4.595594632666667
CCCCC(=O)OC1=CC=CC=C1C(=O)O,-5.5,5.833333333333332
C(CC(=O)O)[C@@H](C(=O)O)N=C(N)N,-4.3,3.0
C(C[C@H](C(=O)O)N)CP(=O)(O)O,-4.5,3.219509956
C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O,-10.6,3.6514690247857136
CC1=CC(=C(C=C1OC)CCN)OC,-4.9,4.977684399333333
C[N+]1=C2C=CC=CC2=C(C3=CC=CC=C31)C(=O)OC4=CC=C(C=C4)CCC(=O)ON5C(=O)CCC5=O,-9.0,4.989197619047619
C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])NCCCCCC(=O)O,-6.3,4.5
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC,-7.1,5.822107043571428
CC1=CN=C(C(=C1OC)C)CS(=O)(=O)C2=NC3=C(N2)C=C(C=C3)OC,-7.3,5.780857142857142
C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCC(=O)O,-6.9,5.833333333333332
CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,-6.5,4.598359068500001
CCOC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N,-5.3,3.38838952
CC1(CCSC2=C1C=C(C=C2)C#CC3=NC=C(C=C3)C(=O)O)C,-8.3,5.075314062833333
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,-8.1,2.5416113325
CCCCCCCCCCCCCCCCCCOP(=O)(O)OC1CC[N+](CC1)(C)C,-5.6,3.0258667471904763
C1CCN(CC1)C(=O)C2=CC3=NC=CN=C3C=C2,-7.1,6.0
CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,-5.9,1.2300759140000002
C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,-9.7,2.9637841483333336
C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl,-6.1,3.9925146297142855
CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC,-4.6,3.888335762333333
C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,-7.7,5.82352619047619
CCCCCC[C@@H]([C@@H](C)O)N1C=NC2=C(N=CN=C21)N,-5.7,5.431788730499999
CCCCCC[C@H]([C@H](C)O)N1C=NC2=C(N=CN=C21)N,-5.7,5.431788730499999
CCCCCC[C@H]([C@@H](C)O)N1C=NC2=C(N=CN=C21)N,-5.7,5.431788730499999
CCCCCC[C@@H]([C@H](C)O)N1C=NC2=C(N=CN=C21)N,-5.6,5.431788730499999
C[C@H](C(=O)C1=CC=CC=C1)N,-5.1,5.833333333333332
C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,-7.3,3.3673431788571437
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,-8.4,2.6615802583571435
C1CN(CCN1CCOCC(=O)O)[C@@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-6.4,5.6269761904761895
CNCCC1=CNC2=C1C=C(C=C2)O,-5.5,4.166666666666667
CCCCCCCCCCCCCCCC(=O)NCC(=O)O,-5.1,4.4902121715
CC(C)C1=C(C=C(C=C1)C(=O)N=C(N)N)S(=O)(=O)C,-6.3,4.592666666666667
CC(C)N(CCC1=CNC2=C1C=C(C=C2)OC)C(C)C,-6.1,3.9607530963333333
C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,-7.4,4.2574604648333345
C([C@H]([C@H](C(=O)CO)O)O)O,-4.1,4.733666666666667
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)NC3=CC=C(C=C3)C(=O)O)NC(=O)N2,-7.5,4.296833333333333
C[C@H]1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4[C@@H]([C@@]1(C)O)OC(=O)C5=CC=CC=C5)OC)OC)OC)OC)OCO3,-8.2,2.486129104333333
CCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC,-4.7,3.142561904761904
C1=CC=C(C=C1)C[C@@H](C(=O)NC2=CC3=CC=CC=C3C=C2)NC(=O)CN,-7.8,5.166666666666667
CC(=O)N[C@@H](CSCC=C)C(=O)O,-4.5,5.5
COC1=C(C=C(C(=C1)N)N)OC,-4.5,5.5
COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,-8.3,4.448316817214287
C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C,-7.5,2.0
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@]4(C5=COC=C5)O)O)C)O,-9.7,4.607496494595239
CN(C)C[C@@H]1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O,-9.5,4.684458868476191
C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5,-8.4,4.525673043785714
COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,-6.6,5.288919910833333
CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O,-8.0,2.1686767083571428
CC1([C@@H]([C@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C,-8.1,2.4093270893571432
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3,-6.9,5.140552397833333
C[C@@H]1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3C[C@@H]1C)OC)OC)OC)OC)OC)OC,-7.2,3.7459605799285716
CC1=CC(=C(C(=C1C(=O)OC2=C(C(=C(C(=C2C)C)C(=O)OC3=C(C(=C(C(=C3C)C)C(=O)O)OC)C)OC)C)O)C)O,-8.5,1.1666666666666667
CC1=CN=C(C(=C1OC)C)CSC2=NC3=C(N2)C=C(C=C3)OC,-7.1,4.8105909623333325
CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)O)C(=O)C(=O)N,-7.1,4.539285714285715
CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OCCCP(=O)(O)O)CC(=O)N,-6.7,3.7431833333333335
CC(C)(C)NC[C@@H](COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,-6.9,4.095232323285714
CC(C)(C)NC[C@H](COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,-6.9,4.095232323285714
C[C@@H]1[C@@H](CCN1CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3OC)NC)Cl,-7.6,5.057503495642856
C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,-6.4,5.833333333333332
CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)N)O,-5.4,5.4758592285
C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,-7.2,3.2538635754285714
C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,-8.0,1.9578298638333331
CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5,-8.3,2.5
CC(C)(C)C(=O)[C@H](N1C=NC=N1)OC2=CC=C(C=C2)Cl,-6.3,4.528812577
C[C@H]1[C@@H](O1)C2=C[C@@H](OC2=O)[C@H](C)O,-5.3,5.833333333333332
C=C[C@@H](CCC(=O)O)N,-4.1,4.547188782
CC1=C([C@H](C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,-6.5,4.244911028261905
